ID;DescriptionLevel;EntityType;CompleteUnitId;UnitId;RepositoryCode;CountryCode;UnitTitleType;UnitTitle;AlternativeTitle;NormalizedFormsName;OtherFormsName;UnitDateInitial;UnitDateFinal;UnitDateInitialCertainty;UnitDateFinalCertainty;AllowUnitDatesInference;AccumulationDates;UnitDateBulk;UnitDateNotes;Dimensions;AllowExtentsInference;Repository;Producer;Author;MaterialAuthor;Contributor;Recipient;BiogHist;GeogName;LegalStatus;Functions;Authorities;InternalStructure;GeneralContext;CustodHist;AcqInfo;Classifier;ScopeContent;Terms;DocumentalTradition;DocumentalTypology;Marks;Monograms;Stamps;Inscriptions;Signatures;Appraisal;AppraisalElimination;AppraisalEliminationDate;Accruals;Arrangement;AccessRestrict;UseRestrict;PhysLoc;OriginalNumbering;PreviousLoc;LangMaterial;PhysTech;OtherFindAid;ContainerTypeTerm;OriginalsLoc;AltFormAvail;RelatedMaterial;Note;AllowTextualContentInference;TextualContent;RetentionDisposalDocumentState;ApplySelectionTable;RetentionDisposalPolicy;RetentionDisposalReference;RetentionDisposalClassification;RetentionDisposalPeriod;RetentionDisposalApplyDate;RetentionDisposalFinalDestination;RetentionDisposalObservations;DescRules;Revised;Published;Available;Highlighted;Creator;Created;Username;ProcessInfoDate;OtherDescriptiveData;ProcessInfo
"1365463";"DC";;"PT/UM-ADB/DIO/MAB/006/17148";"17148";"UM-ADB";"PT";;"Inquirição de genere de Manuel Fernandes Melo";;;;"1778-01-24";"1778-01-24";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Fernandes e Ana Melo. Natural e/ou residente em VILARELHO RAIA,Santiago, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 746";;"A - 746";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:18";"asousa";"14/04/2014 18:01:05";;
"1365464";"DC";;"PT/UM-ADB/DIO/MAB/006/17149";"17149";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Alvares";;;;"1778-04-04";"1778-04-04";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Bernardo Francisco Alvares Pereira e Luisa Carvalho. Natural e/ou residente em VERMIL,Sao Mamede, actual concelho de GUIMARAES e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 746";;"A - 746";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:18";"asousa";"14/04/2014 18:01:05";;
"1365465";"DC";;"PT/UM-ADB/DIO/MAB/006/17150";"17150";"UM-ADB";"PT";;"Inquirição de genere de Manuel Antonio Fernandes";;;;"1778-01-31";"1778-01-31";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Fernandes e Domingas Dias. Natural e/ou residente em SAO PEDRO AGOSTEM, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 746";;"A - 746";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:18";"asousa";"14/04/2014 18:01:05";;
"1365466";"DC";;"PT/UM-ADB/DIO/MAB/006/17151";"17151";"UM-ADB";"PT";;"Inquirição de genere de Manuel Alvares Teixeira";;;;"1778-02-10";"1778-02-10";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Alvares e Helena Teixeira. Natural e/ou residente em SAMAIOES,Nossa Senhora Expectacao, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:19";"asousa";"14/04/2014 18:01:05";;
"1365467";"DC";;"PT/UM-ADB/DIO/MAB/006/17152";"17152";"UM-ADB";"PT";;"Inquirição de genere de Manuel Aires Bravo";;;;"1778-03-13";"1778-03-13";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Rodrigues Simao e Agueda Aires. Natural e/ou residente em NOGUEIRA,Sao Pedro, actual concelho de Vila Real e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:19";"asousa";"14/04/2014 18:01:05";;
"1365468";"DC";;"PT/UM-ADB/DIO/MAB/006/17153";"17153";"UM-ADB";"PT";;"Inquirição de genere de Manuel Diogo Alvares e Diogo Manuel Alvares";;;;"1778-01-12";"1778-01-12";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Antonio Alvares Ramos e Maria Soares. Natural e/ou residente em CHAVIAES,Santa Maria Madalena, actual concelho de MELGACO e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;"Série Processos de património, processo n.º 7553";;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:19";"asousa";"14/04/2014 18:01:05";;
"1365469";"DC";;"PT/UM-ADB/DIO/MAB/006/17154";"17154";"UM-ADB";"PT";;"Inquirição de genere de Manuel Lomba";;;;"1778-04-24";"1778-04-24";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jose Lomba e Custodia Sousa. Natural e/ou residente em ORIZ,Sao Miguel, actual concelho de VILA VERDE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:19";"asousa";"14/04/2014 18:01:05";;
"1365470";"DC";;"PT/UM-ADB/DIO/MAB/006/17155";"17155";"UM-ADB";"PT";;"Inquirição de genere de Manuel Dinis Carvalho";;;;"1778-03-05";"1778-03-05";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Luis Carvalho e Maria Alvares Carvalho. Natural e/ou residente em CUMEEIRA,Santa Eulalia, actual concelho de SANTA MARTA PENAGUIAO e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:19";"asousa";"14/04/2014 18:01:05";;
"1365471";"DC";;"PT/UM-ADB/DIO/MAB/006/17156";"17156";"UM-ADB";"PT";;"Inquirição de genere de Manuel Goncalves Araujo";;;;"1778-01-30";"1778-01-30";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Francisco Goncalves e Catarina Araujo. Natural e/ou residente em CHORENSE,Santa Marinha, actual concelho de TERRAS BOURO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:19";"asousa";"14/04/2014 18:01:05";;
"1365472";"DC";;"PT/UM-ADB/DIO/MAB/006/17157";"17157";"UM-ADB";"PT";;"Inquirição de genere de Manuel Antonio Pinto";;;;"1778-03-31";"1778-03-31";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Francisco Ribeiro e Ana Maria Pinto. Natural e/ou residente em VEADE,Santa Maria e BASTO,Sao Clemente, actual concelho de CELORICO BASTO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:19";"asousa";"14/04/2014 18:01:05";;
"1365473";"DC";;"PT/UM-ADB/DIO/MAB/006/17158";"17158";"UM-ADB";"PT";;"Inquirição de genere de Martinho Jose Pereira";;;;"1778-05-21";"1778-05-21";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Martinho Jose Pereira e Maria Joaquina Santos Figueira. Natural e/ou residente em Vila Real-SAO PEDRO, actual concelho de Vila Real e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:20";"asousa";"14/04/2014 18:01:05";;
"1365474";"DC";;"PT/UM-ADB/DIO/MAB/006/17159";"17159";"UM-ADB";"PT";;"Inquirição de genere de Manuel Francisco Costa";;;;"1778-02-09";"1778-02-09";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Cipriano Francisco e Maria Micaela. Natural e/ou residente em VILA CHA,Sao Joao Batista, actual concelho de ESPOSENDE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:20";"asousa";"14/04/2014 18:01:05";;
"1365475";"DC";;"PT/UM-ADB/DIO/MAB/006/17160";"17160";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Costa";;;;"1778-08-02";"1778-08-02";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Domingos Costa e Maria Silva. Natural e/ou residente em RIO CALDO,Sao Joao Batista, actual concelho de TERRAS BOURO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:20";"asousa";"14/04/2014 18:01:05";;
"1365476";"DC";;"PT/UM-ADB/DIO/MAB/006/17161";"17161";"UM-ADB";"PT";;"Inquirição de genere de Manuel Antonio Lopes Barros";;;;"1778-05-26";"1778-05-26";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Antonio Lopes e Maria Teresa Barros. Natural e/ou residente em PONTE BARCA-SAO JOAO BATISTA, actual concelho de PONTE BARCA e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:20";"asousa";"14/04/2014 18:01:05";;
"1365477";"DC";;"PT/UM-ADB/DIO/MAB/006/17162";"17162";"UM-ADB";"PT";;"Inquirição de genere de Matias Teixeira Azevedo";;;;"1778-05-11";"1778-05-11";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jose Azevedo Fonte e Isabel Teixeira Martins. Natural e/ou residente em ERMIDA,Santa Comba, actual concelho de Vila Real e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:20";"asousa";"14/04/2014 18:01:05";;
"1365478";"DC";;"PT/UM-ADB/DIO/MAB/006/17163";"17163";"UM-ADB";"PT";;"Inquirição de genere de Manuel Goncalves Eiras";;;;"1778-02-19";"1778-02-19";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Francisco Goncalves Eiras e Maria Rodrigues. Natural e/ou residente em BELINHO,Sao Pedro, actual concelho de ESPOSENDE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:21";"asousa";"14/04/2014 18:01:05";;
"1365479";"DC";;"PT/UM-ADB/DIO/MAB/006/17164";"17164";"UM-ADB";"PT";;"Inquirição de genere de Manuel Alvares";;;;"1778-01-29";"1778-01-29";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Bernardo Alvares e Ana Marques. Natural e/ou residente em PRADO,Sao Lourenco, actual concelho de MELGACO e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:21";"asousa";"14/04/2014 18:01:05";;
"1365480";"DC";;"PT/UM-ADB/DIO/MAB/006/17165";"17165";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Pereira Brito";;;;"1778-01-12";"1778-01-12";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Jose Pereira Brito e Ana Maria Barros. Natural e/ou residente em COUTO,Sao Pedro, actual concelho de ARCOS VALDEVEZ e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:21";"asousa";"14/04/2014 18:01:05";;
"1365481";"DC";;"PT/UM-ADB/DIO/MAB/006/17166";"17166";"UM-ADB";"PT";;"Inquirição de genere de Manuel Rodrigues";;;;"1778-01-16";"1778-01-16";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Rodrigues e Maria Rodrigues. Natural e/ou residente em LONGOS VALES,Sao Joao Batista, actual concelho de MONCAO e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:21";"asousa";"14/04/2014 18:01:05";;
"1365482";"DC";;"PT/UM-ADB/DIO/MAB/006/17167";"17167";"UM-ADB";"PT";;"Inquirição de genere de Manuel Teixeira Carvalho";;;;"1778-03-29";"1778-03-29";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jeronimo Teixeira Carvalho e Brisida Maria Costa. Natural e/ou residente em MANCELOS,Sao Martinho e TRAVANCA,Sao Salvador, actual concelho de AMARANTE e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:21";"asousa";"14/04/2014 18:01:05";;
"1365483";"DC";;"PT/UM-ADB/DIO/MAB/006/17168";"17168";"UM-ADB";"PT";;"Inquirição de genere de Manuel Luis Sousa";;;;"1778-03-06";"1778-03-06";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Domingos Costa e Madalena Sousa. Natural e/ou residente em TELOES,Sao Salvador, actual concelho de VILA POUCA AGUIAR e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:22";"asousa";"14/04/2014 18:01:05";;
"1365484";"DC";;"PT/UM-ADB/DIO/MAB/006/17169";"17169";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose";;;;"1778-04-20";"1778-04-20";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Francisco e Custodia Pinto. Natural e/ou residente em LOUSADA-SAO MIGUEL, actual concelho de LOUSADA e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 747";;"A - 747";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:22";"asousa";"14/04/2014 18:01:05";;
"1365485";"DC";;"PT/UM-ADB/DIO/MAB/006/17170";"17170";"UM-ADB";"PT";;"Inquirição de genere de Manuel Macedo Silva Bacelar";;;;"1778-03-25";"1778-03-25";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Macedo e Ana Silva Bacelar. Natural e/ou residente em CERVAES,Sao Salvador, actual concelho de VILA VERDE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:22";"asousa";"14/04/2014 18:01:05";;
"1365486";"DC";;"PT/UM-ADB/DIO/MAB/006/17171";"17171";"UM-ADB";"PT";;"Inquirição de genere de Manuel Teixeira Cunha";;;;"1778-03-11";"1778-03-11";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Teixeira e Josefa Maria Teixeira. Natural e/ou residente em TELOES,Santo Andre, actual concelho de AMARANTE e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:22";"asousa";"14/04/2014 18:01:05";;
"1365487";"DC";;"PT/UM-ADB/DIO/MAB/006/17172";"17172";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Ferreira Magalhaes";;;;"1778-06-20";"1778-06-20";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Egas Ferreira Magalhaes e Eugenia Maria Paixao. Natural e/ou residente em AMARANTE-SAO GONCALO, actual concelho de AMARANTE e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:22";"asousa";"14/04/2014 18:01:05";;
"1365488";"DC";;"PT/UM-ADB/DIO/MAB/006/17173";"17173";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Cunha";;;;"1778-03-06";"1778-03-06";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jose Cunha e Engracia Maria. Natural e/ou residente em PARADA GATIM,Sao Salvador, actual concelho de VILA VERDE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:23";"asousa";"14/04/2014 18:01:05";;
"1365489";"DC";;"PT/UM-ADB/DIO/MAB/006/17174";"17174";"UM-ADB";"PT";;"Inquirição de genere de Manuel Goncalves";;;;"1778-08-11";"1778-08-11";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Antonio Goncalves e Jeronima Domingues. Natural e/ou residente em VILA CHA,Sao Joao Batista, actual concelho de PONTE BARCA e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:23";"asousa";"14/04/2014 18:01:05";;
"1365490";"DC";;"PT/UM-ADB/DIO/MAB/006/17175";"17175";"UM-ADB";"PT";;"Inquirição de genere de Manuel Fernandes Cruz";;;;"1778-02-23";"1778-02-23";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jose Fernandes Rua e Luisa Maria Cruz. Natural e/ou residente em ERMIDA,Santa Comba, actual concelho de Vila Real e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:23";"asousa";"14/04/2014 18:01:05";;
"1365491";"DC";;"PT/UM-ADB/DIO/MAB/006/17176";"17176";"UM-ADB";"PT";;"Inquirição de genere de Manuel Fernandes";;;;"1778-05-30";"1778-05-30";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Fernandes e Custodia Padrao. Natural e/ou residente em VILAR PERDIZES,Santo Andre, actual concelho de MONTALEGRE e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:23";"asousa";"14/04/2014 18:01:05";;
"1365492";"DC";;"PT/UM-ADB/DIO/MAB/006/17177";"17177";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Gomes";;;;"1778-02-09";"1778-02-09";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jose Rodrigues e Luisa Gomes. Natural e/ou residente em SANTA LEOCADIA, actual concelho de CHAVES e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:24";"asousa";"14/04/2014 18:01:05";;
"1365493";"DC";;"PT/UM-ADB/DIO/MAB/006/17178";"17178";"UM-ADB";"PT";;"Inquirição de genere de Manuel Correia Mesquita";;;;"1778-02-19";"1778-02-19";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Correia Mesquita Botelho e Luisa Caetana Sampaio Meneses. Natural e/ou residente em CARVA,Sao Sebastiao e SANTA EUGENIA, actual concelho de MURCA e ALIJO e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:24";"asousa";"14/04/2014 18:01:05";;
"1365494";"DC";;"PT/UM-ADB/DIO/MAB/006/17179";"17179";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose";;;;"1778-04-09";"1778-04-09";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jose Francisco e Joana Francisca. Natural e/ou residente em FONTE ARCADA,Sao Salvador, actual concelho de POVOA LANHOSO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:24";"asousa";"14/04/2014 18:01:05";;
"1365495";"DC";;"PT/UM-ADB/DIO/MAB/006/17180";"17180";"UM-ADB";"PT";;"Inquirição de genere de Manuel Antonio Barros Pereira Costa";;;;"1778-03-05";"1778-03-05";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Felix Gaspar Barros e Marcelina Ribeiro Silva. Natural e/ou residente em ESPOSENDE-SANTA MARIA ANJOS, actual concelho de ESPOSENDE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:25";"asousa";"14/04/2014 18:01:05";;
"1365496";"DC";;"PT/UM-ADB/DIO/MAB/006/17181";"17181";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Carvalho";;;;"1778-05-04";"1778-05-04";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Joao Alvares Cruz e Rosalia Maria Carvalho Ribeiro. Natural e/ou residente em TORNO,Sao Pedro Fins, actual concelho de LOUSADA e distrito (ou país) Porto.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:27";"asousa";"14/04/2014 18:01:05";;
"1365497";"DC";;"PT/UM-ADB/DIO/MAB/006/17182";"17182";"UM-ADB";"PT";;"Inquirição de genere de Manuel Luis Rebelo";;;;"1768-06-14";"1768-06-14";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Agostinho Rebelo e Catarina Luisa. Natural e/ou residente em ANJOS,Santa Maria, actual concelho de VIEIRA MINHO e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:27";"asousa";"14/04/2014 18:01:05";;
"1365498";"DC";;"PT/UM-ADB/DIO/MAB/006/17183";"17183";"UM-ADB";"PT";;"Inquirição de genere de Manuel Jose Machado";;;;"1778-06-27";"1778-06-27";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Jeronimo Ribeiro e Ana Maria Machado. Natural e/ou residente em LORDELO,Sao Tiago, actual concelho de GUIMARAES e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:28";"asousa";"14/04/2014 18:01:05";;
"1365499";"DC";;"PT/UM-ADB/DIO/MAB/006/17184";"17184";"UM-ADB";"PT";;"Inquirição de genere de Manuel Antonio Cunha";;;;"1778-03-21";"1778-03-21";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Santos Cunha e Francisca Maria. Natural e/ou residente em BRAVAES,Sao Salvador, actual concelho de PONTE BARCA e distrito (ou país) Viana do Castelo.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:28";"asousa";"14/04/2014 18:01:05";;
"1365500";"DC";;"PT/UM-ADB/DIO/MAB/006/17185";"17185";"UM-ADB";"PT";;"Inquirição de genere de Manuel Vale Torres";;;;"1778-03-02";"1778-03-02";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Vale e Maria Torres. Natural e/ou residente em RIBEIROS,Santa Maria, actual concelho de FAFE e distrito (ou país) Braga.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:28";"asousa";"14/04/2014 18:01:05";;
"1365501";"DC";;"PT/UM-ADB/DIO/MAB/006/17186";"17186";"UM-ADB";"PT";;"Inquirição de genere de Manuel Pires Carvalho";;;;"1778-08-14";"1778-08-14";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Manuel Fernandes Pires e Senhorinha Pires. Natural e/ou residente em VILAR FERREIROS,Sao Pedro, actual concelho de MONDIM BASTO e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:29";"asousa";"14/04/2014 18:01:05";;
"1365502";"DC";;"PT/UM-ADB/DIO/MAB/006/17187";"17187";"UM-ADB";"PT";;"Inquirição de genere de Martinho Jose Ferreira Gomes";;;;"1778-11-27";"1778-11-27";"False";"False";"False";;;"";;"False";"Arquivo Distrital de Braga";;;;;;;;;;;;;;;;"Filiação: Gaspar Martins Aguiar e Teresa Maria Rodrigues. Natural e/ou residente em VILA POUCA AGUIAR-DIVINO SALVADOR, actual concelho de VILA POUCA AGUIAR e distrito (ou país) Vila Real.";;;;;;;;;;;;;;;;"A - 748";;"A - 748";;;;;;;;;"True";;;"False";;;;;;;;;"True";"True";"False";"False";"asousa";"14/04/2014 15:53:29";"asousa";"14/04/2014 18:01:05";;
